Argument ID	Text	Labels
A25430	We should oppose collectivism against collectivism is a way to keep people in line and following the group.	[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]
A25436	We should limit judicial activism against we should not limit judicial activism because it is an important check and balance on the legislative and executive arms of government.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1]
A25438	We should adopt a multi-party system against a multi party system creates chaos by giving too many choices to the people	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A25444	We should ban the use of child actors against with proper safe-guards in place, including responsible parenting and limited working hours, there is no reason why child actors cannot lead a full life whilst having a career.	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
A25451	We should ban cosmetic surgery against cosmetic surgery as helped a lot of accident victims regain there injured and lost body parsty	[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A25453	We should ban the use of child actors against everyone has the right to develop their maximum potential regardless of whether they are children or adults.	[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A25463	We should end mandatory retirement against we shouldn't end mandatory retirement it helps the younger generations more likely to find jobs	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A25471	We should ban whaling against we should not ban whaling are not animals in the process of extinction and their meat is nitritiva	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A25479	We should cancel pride parades against the constitution allows for freedom of expression even if you dont personally approve of it	[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A25480	We should limit judicial activism against activist judges are an important part of bringing about legislative change	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A25492	We should cancel pride parades against these parades help support and bring gays into the open	[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]
A25493	We should oppose collectivism against collectivism is society working for the benefit of the masses and not for individual gain	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A25496	We should abolish intellectual property rights against intellectual property rights are vital to protect innovation from those wishing to exploit it further along the developmental cycle, and equally vital to encourage entrepreneurs in the first place.	[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A26007	We should ban telemarketing against telemarking is keeping jobs available for some	[0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A26008	We should fight for the abolition of nuclear weapons against nuclear weapons should not be abolished because they provide a safety net.   rogue nations have fear of the power of nuclear weapons.	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A26011	We should abolish safe spaces against safe spaces can help those hurting from abuse, anger, etc to feel protected	[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
A26014	We should legalize prostitution against prostitution perpetuates the abuse of the vulnerable and funds should be redirected to help them	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1]
A26018	We should abolish zoos against zoos protect species and provide learning	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]
A26023	We should ban whaling against banning all whaling is only justified by making cultural judgements.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1]
A26027	We should ban the use of child actors against if parents agree for their children to acting in movies, can't see any problem with it.	[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A26028	We should adopt a multi-party system against a multiparty system would be too decentralized	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A26031	We should end the use of economic sanctions against economic sanctions help punish bad behavior	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A26036	We should ban factory farming against factory farming provides for lower cost foods to be sent to the consumer, allowing for ease of access to goods by those with minimal incomes.	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]
A26037	We should ban cosmetic surgery against cosmetic surgery shouldn't be banned because there are plenty of cases and times when someone is in a accident and they actually need it to fix their appearance.	[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]
A26038	We should adopt an austerity regime against those in the low classes of the united states can not afford more taxes which would be the result of a austerity regime.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A26044	We should subsidize journalism against journalism should not be influenced by the government.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A26047	We should adopt a zero-tolerance policy in schools against children are still growing and forming their own personalities - a zero-tolerance policy allows no room for mistakes, at a time when children are testing boundaries and they need some flexibility to develop	[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A26048	We should introduce compulsory voting against people who don't want to vote and won't take it seriously should not be forced to vote because they will vote frivolously.	[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A26049	We should legalize cannabis against cannabis is a drug.  drugs are meant to be illegal.  there's no reason to take this slippery step to make it legal.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]
A26051	We should adopt libertarianism against libertarianism would never function in practice due to the ruling government having all its authority amputated - chaos and disorder would reign supreme.	[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]
A26058	We should ban cosmetic surgery against for some people who suffer from poor self esteem, cosmetic surgery can offer hope.	[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]
A26065	We should oppose collectivism against A collectivist culture cultivates desirable values such as being kind, generous, and attentive to the needs of others.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0]
A26066	We should ban cosmetic surgery for minors against if they are not harming anyone and it is safe then let them get cosmetic surgery	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A26069	We should legalize organ trade against legalizing the organ trade would disproportionately affect the poor, who would feel the need to sell their organs in order to make ends meet. this would also leave them physically weaker.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A26071	We should abolish the three-strikes laws against we should not abolish the three-strikes laws because they result in reduced crime rates	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A26081	We should ban the Church of Scientology against people should be allowed to believe in whatever they want to as long as they are not harming others	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A26084	We should cancel pride parades against we should continue to support pride parades as every single group has the right to celebrate their group in any fashion they wish as long as it does not hurt others.	[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A26091	We should legalize cannabis against cannabis has been proven to cause psychiatric problems in users thus it would be to our detriment to legalise it.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A26092	We should legalize organ trade against organs should never be allowed to be sold as it would create a market where people could be murdered for their organs to help a wealthy person. organ sale would prey on the poor for the benefit of the wealthy.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A26094	We should oppose collectivism against we should not oppose collectivism because everyone should work together.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]
A26095	We should ban human cloning against human cloning helps to eradicate diseases and should not be banned	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A26096	We should abolish capital punishment against capital punishment can influence better behavior	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
A26097	We should abolish safe spaces against safe spaces allow for minority groups to vent about everyday stresses without worrying about reprisal.	[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A26098	We should adopt a multi-party system against a multi-party system offers too many options and decreases the election voting for one candidate, spreading out the votes over too many options.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27001	We should ban telemarketing against we should not ban telemarketing because it is a way for a company to get business and it also provides people with jobs.	[0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A27002	We should adopt an austerity regime against an austerity regime will only cause a small benefit for a small time and should not be utilized at this time	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27003	We should abolish the three-strikes laws against three-strikes laws can act as a deterrent for serial criminal behavior.	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
A27004	We should limit executive compensation against executive compensation provides incentive for people to take on high responsibliity positions that drive the economy to new heights creating even more wealth.	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27007	We should abolish the Olympic Games against we shouldn't abolish the olympic games because is important for union of countries of world	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A27016	We should ban telemarketing against it is an effective method for lead generation and qualification for marketing.	[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A27018	We should ban whaling against banning whaling would take away a tradition from some cultures they've had for hundreds of years.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27021	We should adopt atheism against everyone has a right to believe in anything and follow the religion they think it's most suited for them, so we cannot impose atheism	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A27022	We should legalize organ trade against The risk of giving an organ or even part of an organ is very high.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]
A27023	We should legalize cannabis against it is a gateway drug, and we don't want to encourage people to go down this dangerous path.	[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
A27026	We should abolish the three-strikes laws against three strikes allows someone to make a genuine mistake and not be punished as harshly right away.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]
A27030	We should ban the use of child actors against child actors should not be banned just because of a few bad apples.  with good direction, these actors can go on to pay their own college costs and become responsible citizens.	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
A27035	We should legalize prostitution against the legalization of prostitution would result in an increase in human trafficking of young women and girls	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]
A27036	We should ban factory farming against factory farming produces more quantity resulting in lower prices and more choices.	[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27039	We should end the use of economic sanctions against there are usually totally just reasons for imposing sanctions.  those reasons could be political or even sometimes military based, but are usually done for the greater good of all.	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]
A27044	We should abolish safe spaces against safe spaces allow for people to voice concerns over discrimination and prejudice where they feel protected enough to have the confidence to speak freely. this is a great thing to combat discriminatory behavior.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A27045	We should abolish intellectual property rights against people have a right to protect their ip from larger corporations who have the finances to exploit other people's ip for their own financial gain.	[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27048	We should oppose collectivism against collectivism should be encouraged as people work better together in teams	[1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
A27051	We should fight for the abolition of nuclear weapons against although we hope never to use them, we need to keep our nuclear weapons as a deterrent against others using them therefore we should not abolish them.	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27052	We should ban algorithmic trading against algorithmic trading makes getting orders out faster	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27053	We should ban whaling against whaling provides food and other resourses for people that are poor	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A27055	We should ban cosmetic surgery for minors against minors still have the ability to make choices, as long as there is informed consent.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27061	We should fight for the abolition of nuclear weapons against A country is entitled to develop any weapon that will help it defend itself against an enemy.	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27062	We should cancel pride parades against it is essential that people realize the whole world is diverse. by promoting these parades we are showing the world that you need to be proud of who you are regardless or gender or orientation.	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A27063	We should fight for the abolition of nuclear weapons against nuclear weapons provide a worthy deterent to states who would otherwise be more aggressive and pose a threat to others.	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27064	We should ban algorithmic trading against algorithmic trading produces better and more predictable results than conventional trading	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A27069	We should legalize organ trade against the onus will be on the poorest people in the population to sell their organs thus leading to exploitation.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27078	We should subsidize embryonic stem cell research against there are other avenues of stem cell research that do not require the highly contentious and offensive use of embryonic cells	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]
A27082	We should prohibit school prayer against prayer in school is not harming anyone or their rights so i do not think it should be prohibited.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27083	We should prohibit school prayer against prayer in schools should be allowed as prayer has always been a part of our developing country. this has only come  as an issue as non christian religions have become more prevalent in society.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A27085	We should fight for the abolition of nuclear weapons against nuclear weapons are vital to defending ourselves against enemies who are not moral or ethical.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27088	We should ban targeted killing against a successful targeted killing can prevent a war or other deaths and as such, should be a tool at our disposal.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27089	We should abolish safe spaces against safe spaces give a place of sanctuary to those that may be in a vulnerable state and a safe place is the only accessible option to gather oneself together in safety.	[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]
A27090	We should ban telemarketing against telemarketing is a cost-effective way of helping businesses reach an audience.	[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
A27096	We should introduce compulsory voting against compulsory voting would only cause uneducated votes to be cast and not be a real benefit to the country.	[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
A27099	We should abandon the use of school uniform against uniforms reduce peer pressure and bullying at school	[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
A27103	We should ban missionary work against missionary work should never be banned as this is people doing the lord's work and bringing peace and happiness to the world.	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27110	We should ban fast food against fast food restaurants sell all types of food including soups and salads.  people should be able to choose what they want to eat without government interference.	[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27111	We should subsidize journalism against journalism is a dying profession that is increasingly corrupt, so why use tax money towards it?	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]
A27113	We should abolish capital punishment against people need to learn how to follow rules so capital punishment should be allowed	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
A27118	We should subsidize Wikipedia against we should not subsidize wikipedia because the information contained in it is not validated. if published information is going to be subsidized then it should be from accredited sources.	[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27124	We should fight for the abolition of nuclear weapons against nuclear weapons have helped keep the peace in a dangerous and uncertain world for several decades	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A27130	We should cancel pride parades against the cancellation of pride parades runs totally counter to a society wishing to preach tolerance and equality, and would set a dangerous precedent.	[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A27135	We should introduce compulsory voting against no one should be forced to do anything in our country.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27139	We should adopt a multi-party system against Multiple-party systems often have candidates with radical views whereas two-party systems tend to be more moderate.	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]
A27143	We should abolish the Olympic Games against the olympic games encourage sports all around the world	[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27152	We should end mandatory retirement against older workers are not as efficient as they age. there comes a point where they need to retire and allow more able bodied younger people to take these jobs.	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]
A27155	We should adopt a multi-party system against Minority parties have too much power. A winning party often has to offer concessions to small, minority parties in order to form a government.	[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27156	We should ban telemarketing against telemarketing is a vital tool for businesses to use to grow. this in turn helps the economy.	[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27162	We should introduce compulsory voting against being forced to do anything inhibits freedom.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27163	We should cancel pride parades against pride parades are important for gay people and allow them to get their message across to the wider community.	[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A27168	We should cancel pride parades against pride parades are entertaining and demonstrate that everybody is equal regardless of their sexuality	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
A27173	We should abolish safe spaces against safe spaces help protect all people.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27174	We should ban private military companies against private military companies are trained for combat and can assist the governmental military groups	[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]
A27176	We should introduce compulsory voting against forcing people to vote will cause an unwanted outcome in elections. having no vote is as much speech as voting.	[1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27179	We should end mandatory retirement against mandatory retirement ensures there are places in the workplace for those who are starting their careers	[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27180	We should ban whaling against whaling is a tradition with some native groups and they need the meat to survive through winter	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]
A27185	We should subsidize student loans against the national debt is out of control and we cannot afford to add to it further.	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
A27187	We should fight for the abolition of nuclear weapons against the threat of nuclear weapons can keep bad actors from doing  great damage	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27195	We should abolish safe spaces against We should not abolish safe spaces because sometimes limits on certain types of speech are necessary to preserve other types of speech.	[1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]
A27196	We should subsidize embryonic stem cell research against we should not subsidize embryonic stem cell research because doing so would force millions to pay taxes on such when it's highly against their religions.	[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]
A27198	We should oppose collectivism against we should not oppose this because groups are what make society and should be recognised all together.	[0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]
A27199	We should end the use of economic sanctions against economic sanctions are a good way to get things to happen in a target area	[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]
A27201	We should adopt a zero-tolerance policy in schools against a zero-tolerance policy in schools is the wrong way to go as it would too often cause innocent students being punished for being pushed too far.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]
A27204	We should adopt gender-neutral language against there are two genders and it is not offensive to use those two descriptions when talking about people, it is ridiculous to attempt to include every possible gender identity.	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]
A27205	We should subsidize Wikipedia against wikipedia does not need to be subsidized it already gets plenty of cash from donations	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
A27211	We should adopt an austerity regime against austerity regimes disproportionally hit the poorest in society hardest.	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27213	We should adopt atheism against adopting atheism infringes upon people's first amendment right to freedom of religion.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]
A27217	We should abolish capital punishment against capital punishment is good at keeping dangerous criminals off of the streets.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27219	We should abolish the Olympic Games against the olympic games bring peace and comeraderie and friendly competition to the entire universe	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27221	We should subsidize space exploration against we shouldn't subsidize space exploration because it can be very costly	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27224	We should abolish safe spaces against people should not be forced to be in uncomfortable or distasteful situations and safe spaces provide a haven from this.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]
A27234	We should abolish the three-strikes laws against We should not abolish the three-strikes laws in all cases, but it should be up to judicial discretion, so that the worst criminal are off the streets.	[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A27238	We should cancel pride parades against they enable people to celebrate their sexuality and bring the culture to the wider general public.	[0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
A27248	We should end mandatory retirement against young workers won't be able to find a job if no one ever retires	[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]
A27250	We should ban targeted killing against we should not ban targeted killing as this is an effective way to extinguish terrorist threats etc and the use of drones helps to reduce civilian casualties.	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27255	We should abolish intellectual property rights against removing ip rights would cause a free for all and no one will have the incentive to do anything since it can just be taken by someone else	[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]
A27258	We should subsidize Wikipedia against to keep wikipedia impartial there ought to be no subsidies provided	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]
A27259	We should legalize prostitution against Legalizing prostitution encourages the objectification of female bodies, which encourages sexual harassment and commodification.	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27263	We should ban cosmetic surgery for minors against sometimes cosmetic surgery isn't so much cosmetic as it is therapeutic.  it offers a ray of hope and should not be banned.	[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]
A27267	We should legalize cannabis against the use without measure of cannabis harms the mental health of the people therefore it is necessary that the intention to legalize cannabis be eliminated	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27271	We should abolish safe spaces against safe spaces provide safety for those who are in fear for their safety.	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
A27273	We should subsidize space exploration against Space exploration is a field which the private sector is fully capable to fulfill, as Elon Musk shows us.	[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
A27276	We should introduce compulsory voting against why should anyone be forced to vote?it is their right to vote or not to vote as they see fit.it is not a democratic system to force people to do this.	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
