Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity	Type
A29277	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A29278	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A29284	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A29286	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A29287	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	train
A29288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A29289	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	train
A29290	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	train
A29292	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A29294	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	train
A29296	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29297	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A29299	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	train
A29300	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A29305	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	train
A29308	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	train
A29309	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	train
A29314	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A29315	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	train
A29317	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	train
A29318	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	train
A29321	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A29322	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	train
A29323	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	train
A29324	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	train
A29330	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	train
A29331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A29332	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29333	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	train
A29335	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	train
A29336	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	train
A29338	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A29339	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A29340	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29342	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	train
A29346	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	train
A29347	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A29350	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	train
A29351	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	train
A29355	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	train
A29356	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	train
A29357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A29358	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	train
A29359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A29362	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	train
A29366	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	train
A29368	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	train
A29374	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A29375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A29377	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	train
A29378	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A29380	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	train
A29381	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	train
A29383	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29385	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	train
A29388	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	train
A29389	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	train
A29390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A29391	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	train
A29392	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	train
A29393	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	train
A29394	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	train
A29396	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29397	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	train
A29399	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	train
A29401	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	train
A29402	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	train
A29403	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A29407	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	train
A29408	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A29409	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A29412	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29413	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	train
A29414	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A29417	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A29418	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A29423	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A29424	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	train
A29426	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A29427	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	train
A29429	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A29430	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1	0	0	1	train
A29431	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29432	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	train
A29436	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A29437	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A29438	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	train
A29439	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29440	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A29444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	train
A29445	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A29448	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A29450	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29453	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A29455	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A29456	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	train
A29458	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	train
A29459	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	train
A29460	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	train
A29461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A29462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A29464	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	train
A29465	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A29467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A29468	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	train
A29469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	train
A29470	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	train
A29471	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	train
A29472	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	train
A29476	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	train
A29478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A29479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	train
A29481	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A29482	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A29484	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A29485	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	train
A29486	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	train
A29487	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	train
A29488	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	train
A29490	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	train
A29491	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	train
A29494	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	train
A29495	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	train
A29496	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	train
A29497	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	train
A29500	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	train
A30001	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	train
A30002	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	train
A30003	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	train
A30004	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	train
A30005	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	train
A30006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A30011	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	train
A30012	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	train
A30013	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	train
A30014	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	train
A30016	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A30022	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	train
A30023	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	train
A30024	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	train
A30025	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A30028	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A30029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	train
A30032	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	train
A30033	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A30034	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A30037	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	train
A30038	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A30039	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A30040	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	train
A30041	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A30044	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A30045	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A30050	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	train
A30051	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	train
A30054	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A30056	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30057	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	train
A30058	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30059	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	train
A30060	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	train
A30061	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	train
A30062	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	train
A30063	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A30064	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A30065	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A30066	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A30070	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A30072	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	train
A30073	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	train
A30075	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	train
A30076	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	train
A30078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A30079	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	train
A30081	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	train
A30082	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	train
A30083	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	train
A30084	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A30085	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A30086	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	train
A30090	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	train
A30091	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A30092	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A30094	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	train
A30095	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	train
A30096	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30099	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A30101	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A30102	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	train
A30105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	train
A30106	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	train
A30107	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	train
A30108	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	train
A30109	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	train
A30110	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	train
A30111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	train
A30112	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	train
A30113	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A30118	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30119	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	train
A30123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A30125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A30127	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A30129	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	train
A30130	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	train
A30134	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	train
A30135	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30136	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	train
A30138	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	train
A30139	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	train
A30140	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	train
A30146	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	train
A30147	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A30148	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	train
A30149	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A30150	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30151	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	train
A30154	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	train
A30156	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	train
A30157	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	train
A30158	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A30159	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	train
A30160	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A30162	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	train
A30163	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	train
A30165	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	train
A30166	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	train
A30168	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	train
A30169	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	train
A30170	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	train
A30171	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30172	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A30173	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	train
A30174	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	train
A30177	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30180	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A30181	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	train
A30182	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	train
A30184	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	train
A30185	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	train
A30186	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	train
A30189	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	train
A30190	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A30191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	train
A30192	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A30194	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	train
A30195	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A30196	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	train
A30197	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	train
A30198	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30199	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	train
A30200	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A30201	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A30204	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	train
A30205	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	train
A30206	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	train
A30207	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	train
A30209	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A30210	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	train
A30211	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	train
A30213	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
A30214	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	train
A30215	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	train
A30216	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	train
A30218	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	train
A30220	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	train
A30221	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	train
A30222	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	train
A30223	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	train
A30224	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	train
A30226	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	train
A30227	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	train
A30228	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	train
A30229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	train
A30231	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	train
A30232	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	train
A30233	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	train
A30234	0	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A30235	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	train
A30238	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	train
A30239	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	train
A30240	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	train
A30241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	train
A30242	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	train
A30243	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A30245	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	train
A30247	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	train
A30248	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	train
A30249	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A30250	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	train
A30251	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	train
A30252	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	train
A30253	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	train
A30255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	train
A30256	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	train
A30257	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	train
A30258	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	train
